name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_mass,mass_source
K2-361 b,0.014398721371927242,0.107,0.578657,0.013596,Primary Transit,K2-361,-0.39,1.0,0.912,5627.0,-2.234926444520231,133232.12493063748,0.1476283660897797,5.423571236180783e+18,1.0964912280701753,0.1849109230511339,-1.866588844088978,73.55104442483083,1.7281394677676067,1.3183037425820627,0.1173245614035087,,Predicted
K2-361 c,0.023522378413879472,0.205,11.811437,0.1015,Primary Transit,K2-361,-0.39,1.0,0.912,5627.0,-1.584745299843729,133415.82587951,0.0539937103909311,9.731405645083754e+16,1.0964912280701753,0.0173560592161648,-0.9935339577507682,9.852216748768472,0.0846637034934868,1.3183037425820627,0.2247807017543859,,Predicted
K2-362 b,0.007769391176695495,0.0883,0.762406,0.01606,Primary Transit,K2-362,0.28,0.95,0.89,5620.0,-2.4270151713722226,140325.30282211036,0.1323546194984091,3.8677124674128297e+18,1.0674157303370786,0.1158175565250011,-1.794254459057338,59.15317559153175,1.3116371067384045,1.3475769856546882,0.0992134831460674,,Predicted
K2-363 b,0.004632682178384829,0.098,0.728113,0.0118,Primary Transit,K2-363,-0.18,0.4179999999999999,0.4239,3506.0,-2.322787800311565,322664.7690178889,0.1018270332005047,1.085134652580408e+18,0.986081623024298,0.1345944928877797,-1.9281179926938743,35.42372881355932,1.3734131927324469,5.487645294526638,0.2311866006133522,,Predicted
K2-368 b,0.014128945946584546,0.13266,5.02629,0.052109,Primary Transit,K2-368,-0.25,0.746,0.663,4663.0,-2.0199658148847277,178548.77212851285,0.065139596635256,1.7411499873218675e+17,1.1251885369532428,0.0263932244259682,-1.283087261100156,14.316145003742156,0.1989539003917402,2.5597540703581068,0.2000904977375565,,Predicted
K2-368 c,0.03155507695202629,0.19021,20.2009,0.131675,Primary Transit,K2-368,-0.25,0.746,0.663,4663.0,-1.6596265540173876,178743.99338985016,0.0409555230372345,2.7268108146395708e+16,1.1251885369532428,0.0094159171126038,-0.8804966729704815,5.665464211125879,0.0495027449272062,2.5597540703581068,0.286892911010558,,Predicted
K2-368 d,0.010296462563340074,0.13855,9.65869,0.080477,Primary Transit,K2-368,-0.25,0.746,0.663,4663.0,-1.9765240076731496,178986.84768927548,0.0523520170919546,7.299920069153883e+16,1.1251885369532428,0.0143445953850884,-1.0943282214995007,9.269729239410015,0.1035337090226521,2.5597540703581068,0.2089743589743589,,Predicted
K2-37 b,0.012238801230690367,0.144,4.44117,0.0511,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,-1.9379419794061368,147819.62445884102,0.0722941858106933,3.287837223830182e+17,1.0588235294117647,0.0324238882997048,-1.2915790998652872,17.61252446183953,0.2251658909701722,1.4654996946875638,0.1694117647058823,,Predicted
K2-37 c,0.039807790913103776,0.245,6.42904,0.0654,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,-1.40649706843741,147760.7241113405,0.0639162797384282,2.0072275615683325e+17,1.0588235294117647,0.0381083334370294,-1.1844222516757328,13.761467889908255,0.1555442181103244,1.4654996946875638,0.288235294117647,,Predicted
K2-37 d,0.0207791074475019,0.244,14.09189,0.1103,Primary Transit,K2-37,-0.03,0.9,0.85,5413.0,-1.410587053688935,147983.04233595936,0.0491797295736702,7.056690717590952e+16,1.0588235294117647,0.0173149236901508,-0.9574244875598096,8.159564823209429,0.070962802008815,1.4654996946875638,0.2870588235294117,,Predicted
K2-381 b,0.0343090658891986,0.1981,16.0343,0.11306,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,-1.6189833252776318,177898.81962389173,0.0443035823721474,3.13168181488603e+16,1.117037037037037,0.0123547644736595,-0.9466910188759,6.6690252963028485,0.0623663022395739,2.4516587918508352,0.2934814814814814,,Predicted
K2-381 c,0.006664843689079269,0.08886,7.9388,0.07,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,-2.420693181474374,183745.0304373177,0.0554016943999812,8.169575913008998e+16,1.117037037037037,0.0111931274247997,-1.154901959985743,10.77142857142857,0.1259636217060513,2.4516587918508352,0.1316444444444444,,Predicted
K2-381 d,0.019651338955375595,0.15033,26.8054,0.159237,Primary Transit,K2-381,-0.244,0.754,0.675,4473.0,-1.8949224013423944,177955.99525807102,0.0373251501100284,1.5787291167081414e+16,1.117037037037037,0.005608198348094,-0.7979560130505037,4.735080414727733,0.0373059159721548,2.4516587918508352,0.222711111111111,,Predicted
K2-384 b,0.004382013047466638,0.09599,2.231527,0.0234820582951729,Primary Transit,K2-384,0.07,0.33,0.348,3623.0,-2.343511259606692,384588.06818181794,0.0661171133768782,3.124647369750943e+17,0.9482758620689656,0.0430153881176432,-1.629263838128964,14.053282546693795,0.4481236391045235,7.830260454394287,0.2758333333333334,,Predicted
K2-384 c,0.0057975239594795095,0.10625,4.194766,0.0357662348666233,Primary Transit,K2-384,0.07,0.33,0.348,3623.0,-2.241960471177611,384588.068181818,0.0535729243078402,1.3468737473175136e+17,0.9482758620689656,0.0253291840355338,-1.446526775890005,9.22657923683078,0.2383923203344358,7.830260454394287,0.305316091954023,,Predicted
K2-384 d,0.008457873729280455,0.12419,6.679582,0.0487716657120986,Primary Transit,K2-384,0.07,0.33,0.348,3623.0,-2.085942628022196,384588.06818181794,0.0458773338524674,7.243328124507507e+16,0.9482758620689656,0.0185924807869714,-1.3118324115763786,6.766223691189986,0.1497099668811611,7.830260454394287,0.356867816091954,,Predicted
K2-384  e,0.008932662777247498,0.11999,9.715043,0.0626081997362084,Primary Transit,K2-384,0.07,0.33,0.348,3623.0,-2.12034687300584,384588.06818181794,0.0404917323259927,4.395526513172063e+16,0.9482758620689656,0.0123509489355837,-1.2033687839304446,5.270875083302381,0.1029331522258831,7.830260454394287,0.3447988505747126,,Predicted
K2-384 f,0.01891095146455126,0.19824,13.62749,0.0784534378592755,Primary Transit,K2-384,0.07,0.33,0.348,3623.0,-1.6182768611013048,384588.06818181794,0.0361722876373511,2.7992995708119828e+16,0.9482758620689656,0.0145470662609181,-1.1053880207118492,4.206316625562436,0.0733810848512822,7.830260454394287,0.5696551724137932,,Predicted
K2-411 b,0.058813080508765235,0.088305,3.2141,0.0511,Primary Transit,K2-411,0.14,1.018,1.375,5711.0,-2.4269585478338027,77420.51736877262,0.0998944554297865,4.0738669433000064e+17,0.7403636363636363,0.0274742540680128,-1.2915790998652872,19.921722113502938,0.3111290874583864,0.3915972952667167,0.0642218181818181,,Predicted
K2-412 b,0.024856921125917707,0.18878,5.9382,0.0586,Primary Transit,K2-412,0.014,0.893,0.977,5590.0,-1.667172963085339,175233.36195861318,0.0620044220472068,2.8434919265512704e+17,0.9140225179119754,0.0317907783503418,-1.2321023839819094,15.238907849829353,0.168401199016537,0.9575639062951208,0.1932241555783009,,Predicted
K2-413 b,0.0018642211667196022,0.067794,0.8094,0.0117,Primary Transit,K2-413,-0.205,0.808,0.7,4116.0,-2.691281583526973,409042.8586681052,0.0908243984358798,2.096668357074556e+18,1.1542857142857144,0.0837583395107487,-1.9318141382538383,69.05982905982906,1.2354830738818878,2.355685131195336,0.0968485714285714,,Predicted
K2-413 c,0.006997158873592907,0.109975,5.3301,0.0426,Primary Transit,K2-413,-0.205,0.808,0.7,4116.0,-2.2075022117473537,367486.94624268793,0.0502173869319244,1.5815475952739536e+17,1.1542857142857144,0.0206328211478208,-1.3705904008972811,18.967136150234744,0.1876137408303784,2.355685131195336,0.1571071428571428,,Predicted
K2-414 b,0.017071769925431517,0.10875,4.3696,0.0487,Primary Transit,K2-414,-0.1,0.814,0.732,4343.0,-2.2187036090133434,165308.99361369113,0.070027262097136,1.5000350087878307e+17,1.1120218579234973,0.0248878615891614,-1.3124710387853658,16.714579055441476,0.2288538996704504,2.0753491032941738,0.1485655737704918,,Predicted
K2-414 c,0.04747337604854864,0.172068,6.669,0.0552,Primary Transit,K2-414,-0.1,0.814,0.732,4343.0,-1.7598655314612346,264426.02813964,0.0520065720432318,1.1675652534892912e+17,1.1120218579234973,0.0258011695906432,-1.258060922270801,14.7463768115942,0.149947518368571,2.0753491032941738,0.2350655737704918,,Predicted
K2-42 b,0.02323057325754224,0.192,6.68796,0.0617,Primary Transit,K2-42,-0.1456,0.7,0.64,4613.0,-1.6502599069543555,190428.45410811543,0.0579657374525237,1.1894973815722573e+17,1.09375,0.0287083056716846,-1.2097148359667584,11.345218800648295,0.1495224253733575,2.6702880859375,0.3,,Predicted
K2-43 b,0.06797082451602211,0.402,3.471149,0.0201,Primary Transit,K2-43,-0.27108,0.57,0.54,3840.6,-0.911303190363116,1483741.828985441,0.0363833487627035,5.385229243420061e+17,1.0555555555555554,0.1158117960364133,-1.6968039425795112,28.35820895522388,0.2880890448666997,3.619875019051973,0.7444444444444445,,Predicted
K2-43 c,0.10936438292433304,0.216,2.198884,0.0148,Primary Transit,K2-43,-0.27108,0.57,0.54,3840.6,-1.5324768712979722,1491487.0680956703,0.0422901537990443,9.9328271851449e+17,1.0555555555555554,0.0982316484180156,-1.8297382846050425,38.51351351351351,0.4547761500834059,3.619875019051973,0.3999999999999999,,Predicted
K2-45 b,0.10871364142708104,0.599,1.7292684,0.0224,Primary Transit,K2-45,0.0108,0.5,0.45,4103.0,-0.5124936808666878,266060.71621095174,0.0813889566714008,5.648199541272342e+17,1.1111111111111112,0.3463892591803562,-1.6497519816658373,22.321428571428573,0.5782792306850689,5.486968449931412,1.3311111111111111,,Predicted
K2-46 b,0.0336603916942616,0.183,19.1541,0.13821,Primary Transit,K2-46,-0.003,0.96,1.29,6256.0,-1.698269126140716,138964.89384583116,0.0453375016996512,8.018774973204493e+16,0.7441860465116279,0.0095540902469967,-0.8594605330276579,6.945951812459301,0.0522081434262116,0.4472003163942237,0.141860465116279,,Predicted
K2-47 b,0.02539869673479347,0.169,31.6372,0.1779,Primary Transit,K2-47,0.0944,0.75,0.76,5054.0,-1.7778565640590636,177773.9964622213,0.0353311502328666,2.061527128165541e+16,0.986842105263158,0.00534181280265,-0.7498240519160749,4.2158516020236085,0.0316083597789943,1.7085216503863536,0.2223684210526316,,Predicted
K2-48 b,0.037541123763437226,0.2,20.5065,0.1344,Primary Transit,K2-48,-0.08648,0.77,0.73,4899.0,-1.6094379124341005,173214.9124145508,0.0411801187567325,3.188828922417541e+16,1.0547945205479452,0.0097530051447102,-0.8716007312821936,5.729166666666667,0.048765025723551,1.9793479462337125,0.273972602739726,,Predicted
K2-49 b,0.06678495539609368,0.172,2.77065,0.0309,Primary Transit,K2-49,-0.5479999999999999,0.51,0.45,4175.0,-1.760260802168684,260188.37962272365,0.0700739631464996,3.18206436768179e+17,1.1333333333333333,0.0620792954721816,-1.5100415205751654,16.50485436893204,0.3609261364661722,5.5967078189300405,0.3822222222222222,,Predicted
K2-4 b,0.035668272751493375,0.187,10.003417,0.078,Primary Transit,K2-4,-0.12,0.64,0.684,4120.0,-1.6766466621275504,210869.096908008,0.0489921047937927,4.735868760026298e+16,0.935672514619883,0.0186936123926454,-1.1079053973095196,8.205128205128206,0.0999658416719007,1.9999156035615293,0.2733918128654971,,Predicted
K2-50 b,0.012104553453337458,0.142,8.7529,0.0705,Primary Transit,K2-50,0.1389999999999999,0.61,0.94,5573.0,-1.9519282213808764,218643.5059098088,0.0506077487639708,1.300672220682913e+17,0.9957332605531296,0.0162231945983616,-1.1518108830086011,8.652482269503547,0.1142478492842372,1.146640925529523,0.2542857142857143,,Predicted
K2-50 c,0.004183724471234536,0.089,3.96151,0.0422519931483573,Primary Transit,K2-50,0.1389999999999999,0.61,0.94,5573.0,-2.419118909249997,208055.84016393425,0.0670141189972538,1.300672220682913e+17,0.9957332605531296,0.0224661808249884,-1.3741527993079898,14.437188746531731,0.2524289980335781,1.146640925529523,0.2542857142857143,,Predicted
K2-54 Bb,0.004886576038570485,0.103,9.7843,0.0671,Primary Transit,K2-54 B,-0.0579999999999999,0.617,0.637,3996.0,-2.2730262907525014,316877.90643110813,0.043089616437737,5.663134520762346e+16,0.9686028257456828,0.0105270688756477,-1.173277479831008,9.195230998509686,0.1022045521907545,2.387079411551112,0.1616954474097331,,Predicted
K2-57 b,0.04871014211948807,0.187,9.0063,0.0746,Primary Transit,K2-57,-0.122,0.68,0.62,4434.0,-1.6766466621275504,195378.3043065497,0.0520441939437501,6.945525340632363e+16,1.0967741935483872,0.0207632435073226,-1.1272611725273312,9.115281501340483,0.1110333877396933,2.8532107012184893,0.3016129032258065,,Predicted
K2-58 b,0.029270368491829804,0.239,7.05254,0.0692,Primary Transit,K2-58,-0.034,0.89,0.86,5413.0,-1.4312917270506265,150097.28362060923,0.0616510396618562,1.7928333383252054e+17,1.0348837209302326,0.0338884997461907,-1.1598939055432422,12.86127167630058,0.1417928859673252,1.3992478649678646,0.277906976744186,,Predicted
K2-58 c,0.01313938964810969,0.145,2.53726,0.035,Primary Transit,K2-58,-0.034,0.89,0.86,5413.0,-1.9310215365615624,150150.1646087463,0.0866728225531816,7.008353826316415e+17,1.0348837209302326,0.0571482622987001,-1.4559319556497243,25.428571428571427,0.3941259468875874,1.3992478649678646,0.1686046511627907,,Predicted
K2-58 d,0.018405171277477612,0.153,22.8827,0.1517,Primary Transit,K2-58,-0.034,0.89,0.86,5413.0,-1.8773173575897013,149988.44112876305,0.0416541409492386,3.7306194212189816e+16,1.0348837209302326,0.0066862739099843,-0.8190144192132695,5.866842452208306,0.0437011366665647,1.3992478649678646,0.177906976744186,,Predicted
K2-59 b,0.03198015031883932,0.215,20.6921,0.1354,Primary Transit,K2-59,-0.08648,0.77,0.73,5055.0,-1.5371172508544744,172485.7192969685,0.0411144006936036,3.5616177824806256e+16,1.0547945205479452,0.010390438863141,-0.8683813356508745,5.68685376661743,0.0483276226192604,1.9793479462337125,0.2945205479452055,,Predicted
K2-59 c,0.022865367125941626,0.205,11.2954,0.0905,Primary Transit,K2-59,-0.08648,0.77,0.73,5055.0,-1.584745299843729,172130.36611211183,0.050341578899353,7.972370643760875e+16,1.0547945205479452,0.0181489810011154,-1.0433514207947967,8.50828729281768,0.0885316146395878,1.9793479462337125,0.2808219178082192,,Predicted
K2-5 b,0.031200476192016543,0.17,5.73594,0.0532,Primary Transit,K2-5,-0.47,0.56,0.55,4066.0,-1.7719568419318752,218511.5022233562,0.0582756197488038,9.657088971632653e+16,1.0181818181818183,0.0296376879813945,-1.274088367704952,10.526315789473683,0.1743393410670265,3.365890308039068,0.3090909090909091,,Predicted
K2-5 c,0.028630552873192737,0.202,10.93241,0.0818,Primary Transit,K2-5,-0.47,0.56,0.55,4066.0,-1.5994875815809322,218359.40913985437,0.0470129237859987,4.084725625007264e+16,1.0181818181818183,0.018477170175652,-1.087246696328677,6.84596577017115,0.0914711394834258,3.365890308039068,0.3672727272727272,,Predicted
K2-61 b,0.026703262338083556,0.221,2.57302,0.0392,Primary Transit,K2-61,0.1813999999999999,1.21,1.36,6293.0,-1.509592577464384,109907.700826452,0.0957244265654521,1.0206075881265626e+18,0.8897058823529411,0.0858912872810938,-1.4067139329795428,30.867346938775512,0.388648358737981,0.4810261042133115,0.1624999999999999,,Predicted
K2-63 b,0.18218529068298958,0.287,20.257,0.1627,Primary Transit,K2-63,0.182,1.4,1.63,6771.0,-1.248273063222516,95276.89543806472,0.0504652342142527,7.940286069800454e+16,0.8588957055214724,0.0141679419459939,-0.7886124470631412,8.604794099569759,0.0493656513797699,0.323269865452773,0.1760736196319018,,Predicted
K2-63 c,0.8688444513245955,0.348,25.4556,0.189,Primary Transit,K2-63,0.182,1.4,1.63,6771.0,-1.0555527992076628,95980.1144584818,0.0466507182331959,5.884202996462811e+16,0.8588957055214724,0.0136708622071371,-0.7235381958267558,7.4074074074074066,0.0392840868021181,0.323269865452773,0.2134969325153374,,Predicted
K2-64 b,0.024860630822852395,0.185,6.53044,0.0619,Primary Transit,K2-64,-0.0969999999999999,0.74,0.73,5312.0,-1.6873994539038122,179809.6270240488,0.0595563500337521,2.078025953618286e+17,1.0136986301369864,0.0283288721740035,-1.208309350979882,11.954765751211632,0.1531290387783977,1.9022304937830483,0.2534246575342466,,Predicted
K2-65 b,0.010585697808781493,0.141,12.6475,0.1014,Primary Transit,K2-65,-0.0319999999999999,0.87,0.84,5213.0,-1.9589953886039688,153424.780692279,0.0503747768450689,7.18248933361111e+16,1.0357142857142858,0.0111484483099426,-0.9939620450026828,8.579881656804734,0.0790670092903735,1.4678490443796568,0.1678571428571428,,Predicted
K2-68 b,0.011031749854550996,0.141,8.05428,0.0708,Primary Transit,K2-68,-0.0552,0.73,0.68,4746.0,-1.9589953886039688,182790.5222783245,0.0552314446168142,1.0121489295745475e+17,1.0735294117647058,0.0175062202952964,-1.1499667423102309,10.310734463276836,0.124157590746783,2.3216466517402803,0.2073529411764705,,Predicted
K2-69 b,0.09549136089856575,0.207,7.06599,0.0591,Primary Transit,K2-69,-0.0175999999999999,0.55,0.49,4127.0,-1.575036485716768,241870.8853446392,0.0525526149420411,8.305445136513037e+16,1.1224489795918369,0.0292952579893263,-1.2284125191187447,9.30626057529611,0.1415229854556828,4.674922863772749,0.4224489795918367,,Predicted
K2-6 b,0.030315136959181657,0.223,30.94191,0.1898,Primary Transit,K2-6,-0.1,0.92,0.89,5692.0,-1.5005835075220182,140025.01016448915,0.0385415306069562,2.913849719494249e+16,1.0337078651685394,0.0072070534753672,-0.7217037919087261,4.847207586933615,0.0323186254500772,1.3050219229498037,0.250561797752809,,Predicted
K2-70 b,0.02340377625338924,0.258,13.97896,0.1112,Primary Transit,K2-70,-0.0208,0.94,0.93,5622.0,-1.3547956940605197,142113.50888286837,0.0499815584391378,8.078928984245253e+16,1.010752688172043,0.0184563086238175,-0.9538952127539614,8.453237410071942,0.0715360799372771,1.168635319889054,0.2774193548387096,,Predicted
K2-71 b,0.08309143631476144,0.192,6.98541,0.0559,Primary Transit,K2-71,-0.0083999999999999,0.48,0.43,4006.0,-1.6502599069543555,279349.80947363965,0.0502805216402958,8.241763801872626e+16,1.1162790697674418,0.0274858598135256,-1.2525881921135766,8.586762075134168,0.1431555198621126,6.037204271322022,0.4465116279069767,,Predicted
K2-72 b,0.004892253758823585,0.096,5.577212,0.04,Primary Transit,K2-72,-0.066,0.27,0.33,3360.47,-2.3434070875143007,486020.21395225,0.0450632703736532,7.970399829369451e+16,0.8181818181818182,0.0172129013564483,-1.3979400086720375,6.75,0.1793010557963369,7.513148009015778,0.2909090909090909,,Predicted
K2-72 c,0.005064597729027044,0.103,15.189034,0.078,Primary Transit,K2-72,-0.066,0.27,0.33,3360.47,-2.2730262907525014,486156.9519318346,0.0322659396219672,2.096094629682959e+16,0.8181818181818182,0.0067812080741935,-1.1079053973095196,3.4615384615384617,0.0658369715941119,7.513148009015778,0.3121212121212121,,Predicted
K2-72 d,0.0031439959784388244,0.09,7.760178,0.05,Primary Transit,K2-72,-0.066,0.27,0.33,3360.47,-2.407945608651872,481762.9007334719,0.0404835127955801,5.101055890796448e+16,0.8181818181818182,0.011597672115253,-1.3010299956639813,5.4,0.1288630235028114,7.513148009015778,0.2727272727272727,,Predicted
K2-72 e,0.012574524010344208,0.115,24.158868,0.106,Primary Transit,K2-72,-0.066,0.27,0.33,3360.47,-2.162823150618887,490044.5527527959,0.027568247095064,1.134980395780627e+16,0.8181818181818182,0.0047601568086716,-0.9746941347352298,2.547169811320755,0.0413926679014927,7.513148009015778,0.3484848484848485,,Predicted
K2-73 b,0.06758578146476846,0.219,7.49543,0.07619,Primary Transit,K2-73,0.04,1.02,1.058,5867.0,-1.5186835491656363,127027.91932331292,0.0638677018602018,2.0411193774406512e+17,0.9640831758034026,0.0292178033815271,-1.1181020264269887,13.387583672397954,0.1334146273129093,0.8612776324800534,0.2069943289224952,,Predicted
K2-74 b,0.025855546629191126,0.206,19.5666,0.1402,Primary Transit,K2-74,-0.003,0.96,0.98,6060.0,-1.579879110192556,138927.01123276167,0.0450207281830557,6.861111378283725e+16,0.979591836734694,0.0105281448999826,-0.8532519863693602,6.847360912981455,0.0511074995144787,1.0199831702776905,0.210204081632653,,Predicted
K2-75 b,0.03634392638047698,0.238,7.8142,0.081,Primary Transit,K2-75,0.0412,1.16,1.56,5995.0,-1.4354846053106625,114898.40196748084,0.0651298930001211,1.9687325057165446e+17,0.7435897435897435,0.0304573724757492,-1.0915149811213505,14.320987654320986,0.1279721532594507,0.3055513410542996,0.1525641025641025,,Predicted
K2-75 c,0.04323631894996054,0.247,18.311,0.1429,Primary Transit,K2-75,0.0412,1.16,1.56,5995.0,-1.3983669423541598,114901.96051190756,0.0490343061763946,6.3254625984523576e+16,0.7435897435897435,0.013489159521599,-0.8449677712090298,8.117564730580826,0.054611981868822,0.3055513410542996,0.1583333333333333,,Predicted
K2-7 b,0.030761627416916355,0.238,28.67992,0.1814,Primary Transit,K2-7,-0.25,1.0,1.56,5699.0,-1.4354846053106625,137798.35178352083,0.0397410388425901,3.2056792232082e+16,0.641025641025641,0.008298488977654,-0.7413627172759235,5.512679162072767,0.0348676007464456,0.2634063284950859,0.1525641025641025,,Predicted
K2-80 b,0.023907407426170396,0.179,19.0918,0.135,Primary Transit,K2-80,0.1093999999999999,0.9,0.87,5441.0,-1.720369473141382,148146.85860488744,0.0444290227463751,4.808917943919676e+16,1.0344827586206895,0.0093757529410532,-0.8696662315049939,6.666666666666666,0.0523785080505766,1.366736370221548,0.2057471264367816,,Predicted
K2-80 c,0.012945880028157513,0.131,5.605,0.0596,Primary Transit,K2-80,0.1093999999999999,0.9,0.87,5441.0,-2.0325579557809856,148392.67190183405,0.0668113905990906,2.4673024167812288e+17,1.0344827586206895,0.023371989295272,-1.2247537402597637,15.100671140939598,0.1784121320249777,1.366736370221548,0.1505747126436781,,Predicted
K2-80 d,0.03663744436692652,0.228,28.867253,0.1807928399310252,Primary Transit,K2-80,0.1093999999999999,0.9,0.87,5441.0,-1.4784096500276962,141015.62499999997,0.0393509876224761,2.6813434760749816e+16,1.0344827586206895,0.0078982229448711,-0.7428187731970516,4.978073248605207,0.0346413287055751,1.366736370221548,0.2620689655172414,,Predicted
K2-81 b,0.02550040945540853,0.176,6.102325,0.059,Primary Transit,K2-81,0.0944,0.75,0.63,4674.13,-1.7372712839439852,181315.3750170417,0.0607486381213054,1.371194697559098e+17,1.1904761904761905,0.0288414661624872,-1.2291479883578558,12.71186440677966,0.1638719668323139,2.9994361060120696,0.2793650793650793,,Predicted
K2-83 b,0.005851782317045259,0.111,2.74697,0.03014,Primary Transit,K2-83,-0.0083999999999999,0.48,0.42,3910.0,-2.198225077669803,275599.2865627168,0.068939669948486,2.572885939603241e+17,1.1428571428571428,0.0404081588077044,-1.520856752021387,15.9256801592568,0.3640374667360764,6.478781988986071,0.2642857142857143,,Predicted
K2-83 c,0.009424255100638428,0.132,9.99767,0.07131,Primary Transit,K2-83,-0.0083999999999999,0.48,0.42,3910.0,-2.0249533563957662,275642.5670597565,0.0448158365154057,4.59627660438274e+16,1.1428571428571428,0.0132030763167818,-1.1468495635521574,6.731173748422381,0.1000233054301652,6.478781988986071,0.3142857142857143,,Predicted
K2-84 b,0.030973387622305094,0.215,6.4215,0.0665,Primary Transit,K2-84,0.073,0.95,0.93,5652.0,-1.5371172508544744,140219.37851015688,0.0650676357435867,2.3076254611811088e+17,1.021505376344086,0.0334812738456746,-1.1771783546968957,14.285714285714285,0.1557268550961613,1.1810676105261717,0.2311827956989247,,Predicted
K2-84 c,0.0281127241084788,0.181,27.86,0.1768,Primary Transit,K2-84,0.073,0.95,0.93,5652.0,-1.7092582477163114,140447.9621564517,0.0398731931912904,3.264706104920865e+16,1.021505376344086,0.0064967695620961,-0.7525177393229456,5.373303167420814,0.0358937544867193,1.1810676105261717,0.1946236559139784,,Predicted
K2-85 b,0.003568988624208297,0.09,0.684533,0.01263,Primary Transit,K2-85,-0.27108,0.57,0.51,4268.0,-2.407945608651872,232583.4066069541,0.1159281297317706,2.0801322242281285e+18,1.1176470588235292,0.1314764956547018,-1.898596649444669,45.13064133016626,1.4608499517189093,4.296989845534522,0.1764705882352941,,Predicted
K2-86 b,0.022654387912277696,0.175,8.77683,0.077,Primary Transit,K2-86,-0.1108,0.79,0.76,5482.0,-1.742969305058623,168734.2313675025,0.0551230078117985,1.523262232755905e+17,1.0394736842105263,0.0199388617530475,-1.1135092748275182,10.25974025974026,0.1139363528745572,1.7996428050736255,0.2302631578947368,,Predicted
K2-88 b,0.006979125919682582,0.11,4.6122,0.0345,Primary Transit,K2-88,-0.098,0.26,0.26,3537.0,-2.2072749131897207,518034.85055203945,0.0469992396465235,1.3149282294993571e+17,1.0,0.0238497896882182,-1.4621809049267258,7.536231884057971,0.2168162698928928,14.792899408284024,0.4230769230769231,,Predicted
K2-89 b,0.0018738289686707375,0.055,1.096026,0.01462,Primary Transit,K2-89,-0.244,0.35,0.32,3691.0,-2.900422093749666,384414.3536285183,0.0838120347427575,8.683232616029286e+17,1.09375,0.0501812913197314,-1.8350526273781584,23.939808481532147,0.9123871149042084,10.681152343749998,0.171875,,Predicted
K2-8 b,0.049195818397547275,0.319,10.35239,0.0856,Primary Transit,K2-8,0.0199999999999999,0.78,0.75,4846.0,-1.1425641761972924,170867.69274390396,0.0519532844391075,7.526379448650757e+16,1.04,0.030814140502821,-1.0675262353228467,9.112149532710282,0.0965960517329814,1.848888888888889,0.4253333333333333,,Predicted
K2-8 c,0.02858458996150621,0.215,5.06416,0.0532,Primary Transit,K2-8,0.0199999999999999,0.78,0.75,4846.0,-1.5371172508544744,170325.60501258806,0.0660061013755398,1.948544707051897e+17,1.04,0.04245521468516,-1.274088367704952,14.661654135338347,0.1974661148146977,1.848888888888889,0.2866666666666667,,Predicted
K2-90 c,0.009932624562322209,0.116,2.900706,0.035,Primary Transit,K2-90,-0.225,0.63,0.62,4484.0,-2.1541650878757723,196247.12066323028,0.0758130902446802,3.300094125204375e+17,1.0161290322580645,0.039990264439071,-1.4559319556497243,18.0,0.3447436589575089,2.6434157967171297,0.1870967741935484,,Predicted
K2-91 b,0.004993356632919356,0.098,1.419549,0.0164,Primary Transit,K2-91,-0.0379999999999999,0.29,0.28,3622.0,-2.322787800311565,456845.3744597527,0.0725894203283896,6.398911265818559e+17,1.0357142857142856,0.0690360107329863,-1.785156151952302,17.68292682926829,0.7044490891121054,13.210641399416906,0.35,,Predicted
K2-9 b,0.02010909942658548,0.201,18.4498,0.091,Primary Transit,K2-9,-0.25,0.3,0.322,3528.0,-1.6044503709230613,451709.4209304764,0.0309905724156002,1.870817919848521e+16,0.9316770186335404,0.0108944270398595,-1.0409586076789064,3.2967032967032965,0.0542011295515398,8.985735683746194,0.6242236024844721,,Predicted
Kepler-1000 b,0.9257714922960014,0.425,120.0181272,0.5416315993741401,Primary Transit,Kepler-1000,0.35,1.4,1.51,6453.0,-0.8556661100577202,90652.90178571428,0.028355480846828,5910696680021450.0,0.9271523178807948,0.0035411317433055,-0.2662960063733315,2.584782722458793,0.0083320746901306,0.4066279188986424,0.2814569536423841,,Predicted
Kepler-1001 b,0.032206482681410624,0.281,14.30511983,0.1132153346325626,Primary Transit,Kepler-1001,-0.03,0.9,0.88,5491.0,-1.2694006096483912,141015.62499999997,0.0497271561206305,7.092433390256171e+16,1.0227272727272727,0.0196433167522791,-0.9460947454510724,7.949453163044792,0.0699050418230575,1.3206705484598047,0.3193181818181818,,Predicted
Kepler-1001 c,0.011030483413918919,0.141,9.18186,0.0842425230713188,Primary Transit,Kepler-1001,-0.03,0.9,0.88,5491.0,-1.9589953886039688,141015.62499999997,0.0576475118550542,1.2809820488756584e+17,1.0227272727272727,0.0153563657036809,-1.0744686344680818,10.683440704144974,0.108910395061567,1.3206705484598047,0.1602272727272727,,Predicted
